,date,text,compound
577,2019-08-20,"gapping spark plugs for performance regardless of size,"" it changed the performance motorcycle paradigm at that time Robert Bosch, Albert Champion, the Lodge brothers, Nikolas Tesla—all have had a hand in the making of the spark plug, ...",0.872
576,2019-08-20,"As Knot Offshore Part (KNOP) Market Value Rose, Duff & Phelps Investment Management Co Decreased Its Position; As Tesla Motors (TSLA) Share Value Rose, Shareholder Tanaka Capital Management Decreased Stake Duff & Phelps Investment Management Co decreased its stake in Knot Offshore Part (KNOP) by 9.48% based on its latest 2019Q1 regulatory filing with the SEC.",0.7184
575,2019-08-20,"Walmart Suing Tesla for Alleged Solar Panel Fires Plus, Walmart has also placed orders for Tesla’s upcoming heavy-duty electric trucks ... and claimed they were “like a money printer on your roof.” But Tesla solar panels allegedly catching fire on ...",-0.5423
574,2019-08-20,Walmart sues Tesla over solar panels that ‘sparked fires’ Walmart has sued Tesla alleging that solar panels supplied by Elon Musk’s company were responsible for fires at seven of its stores. The lawsuit filed in the state of New York on Tuesday alleged ...,0.1027
573,2019-08-20,Hotchkis & Wiley Capital Management Decreased Its Tesla (Put) (TSLA) Position as Market Valuation Rose; Schwerin Boyle Capital Management Has Decreased Its United Finl Banc (UBNK) Position as Market Valuation Rose Hotchkis & Wiley Capital Management Llc decreased its stake in Tesla Inc (Put) (TSLA) by 36.49% based on its latest 2019Q1 regulatory filing with the SEC.,0.4215
572,2019-08-20,"Walmart sues Tesla over solar panel fires at seven stores and that Tesla-installed solar panels on-site at Walmart stores contained a high number of defects that were visible to the naked eye, and which Tesla should have found and repaired before they led to ...",-0.34
571,2019-08-20,"Target Soars 19% On Earnings I get shorts from them that are equivalent ... Jayson: In the shower, or maybe during my run today. Hill: Before we dip into the Fool mailbag, one other story of note. This week, Tesla CEO Elon Musk ...",-0.4404
570,2019-08-20,"Walmart claims roof fires caused by faulty Tesla solar panels Walmart has sued Tesla, claiming it installed faulty solar panels that caught fire at seven Walmart locations — causing millions in damage. The retail giant cut a deal with the company to install ...",-0.8834
569,2019-08-20,Walmart shines light on Elon Musk's thorny SolarCity deal in new lawsuit against Tesla The facility was intended to focus on solar panels but turned into a site for making parts for its Supercharger and energy products. Tesla has reportedly taken $62 million in impairment charges after ...,-0.25
568,2019-08-20,"Walmart sues Tesla over solar panels it says caused multiple fires Walmart has sued Tesla, saying solar panels supplied by the electric carmaker were responsible ... by the US National Transportation Safety Board after several Model X and Model S owners across the ...",0.6249
586,2019-08-27,"A Hack to Steal a Tesla, a Yelp Overhaul, and More News ",-0.4939
585,2019-08-27,This Tesla owner wanted to control her Model 3. So she implanted a valet key in her arm. ,0.0
584,2019-08-27,"Cadillac Still Sounds Stuck In 1987 Mr. Carlisle said, Cadillac’s entire line will be electric. So instead of being the “American version of BMW,” as the story says, this time Cadillac will be GM’s version of Tesla. Maybe this reboot ...",-0.25
583,2019-08-27,"Startup offers ~$9,000 electric retrofits with Tesla batteries for fossil fuel-powered cars The startup says that it is currently supporting the following car models: They plan for the entire installed electric retrofitting kit to cost just €8,500 (~$9,400), but there are incentives specific ...",0.5994
587,2019-08-27,"Nio Stock Price Will Make a Comeback InvestorPlace - Stock Market News, Stock Advice & Trading TipsWith a market cap one-tenth the size of famous electric-vehicle rival Tesla.",0.0
581,2019-08-27,"Tesla Insurance Is Available Even For Chevy Bolts In California–If You Can Get A Quote (Update: The California Department of Insurance said on Aug. 30 it asked Tesla to modify ""incorrect information"" for its program.) Tesla this week repowered its auto insurance website that promises ...",0.3818
580,2019-08-27,"Tesla owner wanted to control her Model 3, so she implanted a valet key in her arm Biohax International, a Swedish company, has implanted its microchip in several thousand customers, allowing them to ride trains without using tickets, turn on the lights in their apartments and ...",0.0
579,2019-08-27,"Robotti Robert Has Decreased By $723,834 Its Dorian Lpg LTD (LPG) Stake; United Capital Financial Advisers Has Decreased Tesla Motors (TSLA) Holding ",0.4215
578,2019-08-27,"What Are The Benefits of Tesla Coil?Interesting Application of Tesla Coil! While other methods can be used, the tesla coil is rugged, simple, and very reliable. An oil filled Tesla coil, known as an ignition coil, is found under the hood of all internal combustion powered ...",0.4389
582,2019-08-27,"Woman Achieves Peak Tesla, Implants Electronic Model 3 Key in Arm So it should come as no surprise that one Model 3 owner from Dallas, Texas, took her Tesla love to a new level by implanting the chip from the car's valet key in her arm. You know, so she doesn't have ...",0.6249
596,2019-09-04,"Tesla Goes Vegan: The Model 3 Will Now Be 100% Leather-Free Following a summer of bad press, there’s at least one promise Elon Musk was able to keep—Tesla’s going vegan. Delivering on a pledge made by the company’s controversial and bombastic CEO during June’s ...",-0.4588
595,2019-09-04,"NTSB: Autopilot flaw, driver inattention caused Tesla crash No one was hurt in the I-405 crash involving a 2014 Tesla Model S that was traveling 31 mph at the time of impact, according to the report. The crash occurred after a larger vehicle ahead of the Tesla ...",-0.9136
594,2019-09-04,Strategic Wealth Advisors Groupinc Has Trimmed Holding in Tesla (TSLA) by $8.07 Million as Market Value Rose; Grace & White Has Increased Its Summit Hotel Pptys Com (INN) Position by $2.00 Million ,0.8591
593,2019-09-04,"2020 Porsche Taycan brings all-electric performance to Frankfurt Likely even more important to buyers is that there'll finally be a real alternative to the Tesla ... Four-point LED daytime running lights are also part of the package. At launch, the Taycan will be ...",0.2716
597,2019-09-04,Tesla's Autopilot found partly to blame for 2018 crash on the 405 U.S. transportation safety investigators found Tesla's design of its automated driver-assist system was partly to blame for a crash in which an inattentive driver ...,-0.7044
591,2019-09-04,"A Look At The Top 5 Lithium-Ion Battery Manufacturers In 2019 At gigafactory 1 in the USA, Tesla has a JV with Panasonic. Their US gigafactory is the world's largest lithium-ion manufacturing factory. Tesla is mostly focusing to supply their own vehicles and ...",0.2023
590,2019-09-04,"Can Tesla Supercharge Stock Gains After ‘Vanity Fair’ Article? Source: Sheila Fitzgerald / Shutterstock.com Just when it got past a difficult earnings report and the resulting controversies had begun to calm down, an article in Vanity ... Trading Tips Before ...",0.0772
589,2019-09-04,"You can now buy Porsche's Tesla killer, the Taycan Porsche The special 800-watt chargers are part of Porsche's plan to afford ... which simply displays essential information like speed and route guidance. There's also a 10.9-inch infotainment system ...",-0.0258
588,2019-09-04,"Taking on Tesla: Porsche officially launches its first electric car Klaus Zellmer, head of Porsche North America The special 800-watt chargers are part of Porsche's plan ... information like speed and route guidance. There's also a 10.9-inch infotainment system with ...",0.6369
592,2019-09-04,"How To Choose What Range Tesla (Or Other Electric Car) To Buy A larger battery pack will degrade more slowly than a small one. ""Wear"" is spread out over more cells. The long-range Tesla comes with a faster internal charger which lets you charge 20% faster at ...",-0.4404
607,2019-09-11,"Ticketholders Seek Refunds For Cancelled Tesla Concert The rockers of Tesla were slated to hold a show in Oshkosh last week, but the gig was cancelled ... Amid the Tesla cancellation, the Menominee Nation Arena also rescheduled a Buckcherry show to ...",-0.4588
606,2019-09-11,"Tesla service station in Henrietta temporarily opens, then closes A Tesla sign has gone up on a building on West Henrietta Road.",0.0
605,2019-09-11,Tesla's Elon Musk Impressed With Porsche Taycan: 'Seems Like A Good Car' Tesla Inc. CEO Elon Musk on Tuesday acknowledged the performance of the new Porsche Taycan in setting the world record for the fastest lap for a four-door ...,0.8176
604,2019-09-11,"Yearly Archives: 2019 September 11, 2019 caption The Tesla Model 3. source Hollis Johnson/Business Insider As established automakers ...",0.0
603,2019-09-11,How the Mercedes EQS Concept Will Battle Tesla The Mercedes EQS concept has made its debut at the 2019 Frankfurt auto show -- find out what an S-Class of electric cars could offer right here.,-0.3818
602,2019-09-11,"New Rivian Investment: Could It Be the Real Tesla Killer? Yesterday, electric truck maker Rivian revealed that it had landed an investment of $350 million from automotive services company Cox Automotive.",-0.6486
600,2019-09-11,Could Tesla Be Trump's Next Target after Ford and GM? President Trump has targeted Ford and General Motors recently. We'll see whether Tesla (TSLA) could be next in Trump's sights.,0.0
599,2019-09-11,"Elon Musk roundup: Tesla drives spike in electric car sales in California Tesla drives spike in electric car sales in California, delays pickup truck prototype — and other recent headlines from the world of Elon Musk.",0.0
598,2019-09-11,"Tesla, Inc. (TSLA) vs. Companhia de Saneamento Basico do Estado de Sao Paulo – SABESP (SBS): Comparing the Auto Manufacturers – Major Industry’s Most Active Stocks ",0.4576
601,2019-09-11,"A man raising money for charity is dribbling a basketball across America. He stopped in Winston-Salem. Cooper is running and dribbling while Jessie Bitter, who is taking the fall semester off at Indiana University, drives the Tesla support car and the RV ... And that includes the seven pairs of shoes ...",0.2023
614,2019-09-18,"IHT Wealth Management LLC Boosts Stake in Tesla Inc (NASDAQ:TSLA) IHT Wealth Management LLC lifted its position in Tesla Inc (NASDAQ:TSLA) by 14.6% in the second quarter, according to its most recent filing with the Securities ...",0.872
616,2019-09-18,"Tesla trolls Porsche with Supercharger at Nürburgring race track Porsche's Taycan, while a competitor with Tesla's vehicles when it comes to specs, is far from being comparably priced.",0.0
615,2019-09-18,"Tesla Inc (NASDAQ:TSLA) Stock Position Raised by IHT Wealth Management LLC IHT Wealth Management LLC boosted its holdings in shares of Tesla Inc (NASDAQ:TSLA) by 14.6% during the 2nd quarter, according to the company in its most ...",0.8779
613,2019-09-18,"Tesla (TSLA) Stock Sinks As Market Gains: What You Should Know Tesla (TSLA) closed at $243.49 in the latest trading session, marking a -0.53% move from the prior day.",0.34
617,2019-09-18,model X and 12V Lithium Battery for Tesla X problem ! hello my tesla show me to chenge the battary 12v but my car was stoped for tree months ! if i take it and charge it ? it's will be better or i must to...,0.555
611,2019-09-18,"Hertz Global Holdings (HTZ), Tesla (TSLA) Are Circling the Drain: Sell Now The recent performance of Hertz Global Holdings (NYSE:HTZ) stock in the market spoke loud and…",0.0
610,2019-09-18,"Ballentine Partners Has Trimmed Its Position in Tesla (Put) (TSLA) by $585,000 as Valuation Rose; First Merchants Decreased Holding in 3M Company Com (MMM) by $1.14 Million as Market Value Declined Ballentine Partners Llc decreased its stake in Tesla Inc (Put) (TSLA) by 92.86% based on its latest 2019Q2 regulatory filing with the SEC. Ballentine Partners ...",0.34
609,2019-09-18,Tesla “Smart” Summon will be available on older Model S and Model X with Hardware 2.0 Tesla CEO Elon Musk has confirmed that the highly-anticipated “Smart Summon” feature will be available for all Autopilot vehicles with hardware 2.0 and above.,0.0
608,2019-09-18,Tesla Rolling chassis Looking for a roller no motors no battery. Just a chassis and body.,-0.5267
612,2019-09-18,Tesla's Model S tops Porsche's Taycan on world's most notorious race track in speed war ,-0.5849
627,2019-09-25,"Electric cop car runs low on juice during hot pursuit Electric patrol cars are giving one California police department fuel for ... Luckily, other police units were following the Tesla and were able to continue the pursuit with some help from the ...",0.743
626,2019-09-25,Report: Tesla working on battery good for one million miles ,0.4404
625,2019-09-25,SpaceX news: Elon Musk to use Tesla batteries in Starship Mars mission prototype ,0.0
624,2019-09-25,"Autonomous Trucks Market is Furbishing worldwide with Daimler, Ford motor, AB Volvo, Tesla, IVICO ",0.0
623,2019-09-25,Tesla police car's batteries run low during chase ,-0.2732
622,2019-09-25,What it's like to drive a Tesla | National and World ,0.3612
621,2019-09-25,What it's like to drive a Tesla ,0.3612
620,2019-09-25,Tesla cop car forced to abandon high speed pursuit because it was running out of battery ,-0.7096
619,2019-09-25,This police department's Tesla ran low on power during a pursuit ,-0.2732
618,2019-09-25,"2 Signs the ""Tesla Killer"" Theory May Already Be Dead ",-0.8625
636,2019-10-02,"Federal Safety Regulators Say They're Looking Into Reports of Tesla Smart Summon Crashes The National Highway Traffic Safety Administration (NHTSA) isn’t so thrilled with Tesla’s rollout of a feature that automatically summons the company’s vehicles in parking lots, telling ...",0.9009
635,2019-10-02,Tesla's new Smart Summon feature is drawing scrutiny from US traffic safety agency as people use it in crowded parking lots The U.S. National Highway Traffic Safety Administration said it is aware of reports of accidents involving the Tesla Smart Summon feature. Several users have posted videos on social media showing ...,0.8271
634,2019-10-02,Tesla's Smart Summon has been used more than half a million times And regulators are looking into its failures. The National Highway Traffic Safety Administration (NHTSA) is very much aware of all those Tesla Smart Summon fail videos you've been sharing these past ...,0.5423
633,2019-10-02,"Stocks making the biggest moves after hours: Tesla, Bed Bath & Beyond, GoPro and more Check out the companies making headlines after the bell: Tesla shares dipped as much as 5% during extended trade after the electric-car maker reported lower-than-expected vehicle deliveries for its ...",0.296
637,2019-10-02,"Tesla Stock Down 4% Despite Breaking Delivery Record In Q3 Tesla Inc. failed to deliver the 100,000 electric vehicles (EVs) in the third quarter its CEO, Elon Musk, last week said might be possible and paid the price for that disappointing miss on Wall Street ...",-0.7964
631,2019-10-02,"Tesla delivers a record 97,000 vehicles in third quarter, falling short of forecasts Tesla says it delivered 79,600 Model 3 cars and 17,400 Model S and X vehicles during the third quarter. Musk previously predicted Tesla would deliver between 360,000 and 400,000 vehicles this year.",-0.1531
630,2019-10-02,"On test: Electric Tesla Model X serves up taste of future Rocket-building, weed-smoking billionaire Elon Musk is leading ... teamed up with rivals in a bid to build competitively priced alternatives to Tesla’s five-model range. The Model X is Tesla’s SUV and ...",0.0
629,2019-10-02,"Tech Billionaire Mark Cuban Picks Bananas Over Bitcoin Bitcoin has divided the biggest names in Silicon Valley. Facebook’s Mark Zuckerberg wants to replace it, Twitter’s Jack Dorsey wants to adopt it, and Tesla’s Elon Musk wants to meme it. Now, … ...",0.1779
628,2019-10-02,"Tesla reports small growth in deliveries for the third quarter. Wall Street isn’t pleased Tesla’s stock price took a dive Wednesday afternoon after the electric car maker announced nearly flat deliveries for the third quarter. Deliveries of the Model 3, on which Tesla has hung its future, ...",0.6705
632,2019-10-02,"Tesla Smart Summon accidents? NHTSA says it knows Federal safety officials say they’re aware of accidents or near accidents involving Tesla’s Smart Summon, and are inviting drivers to continue to report issues. The Silicon Valley electric-vehicle ...",0.5574
646,2019-10-09,"Consumer Reports finds Tesla's Smart Summon 'glitchy' Consumer Reports and Tesla have had a rocky relationship over the years, and it doesn't look like they're about to patch things up any time soon. CR has declared Tesla's Smart Summon feature ""glitchy"" ...",0.509
645,2019-10-09,"Mustang Bio, Inc. Common Stock (MBIO) Press Releases Thinking about buying stock in Aurora Cannabis Inc., Keyw Holding Corp., Mustang Bio Inc., Tesla Inc., or Exxon Mobil Corp.? Sign up for our newsletter to get the latest on the transformative forces ...",0.0
644,2019-10-09,"Tesla’s Smart Summon is a glitchy ‘science experiment,’ Consumer Reports says Tesla released Smart Summon in late September via an over-the-air software update to owners who had paid $ ... back out of its parking space and drive to the phone holder’s location. The car relies on ...",0.6597
643,2019-10-09,Tesla and Pacific Gas & Electric California Black Out Warnings and Plans Tesla is warning Tesla drivers in the Bay Area to keep their cars charged. There is live map of functioning super chargers in the cars.Many owners will not be able to charge at home with power outages ...,-0.128
647,2019-10-09,"Tesla’s new Smart Summon feature gets a scathing review from Consumer Reports Per usual, Tesla recently introduced a brand new feature and Consumer Reports already has a strong opinion about it. Just last month, Tesla rolled out Software Version 10.0, an update which the ...",0.7184
641,2019-10-09,Tesla Being Sued By Family Of Teen Killed In Fort Lauderdale Crash The family is alleging problems with the car’s battery and a fateful decision by the company to remove a speed limiting device.,-0.872
640,2019-10-09,"Musk: Powerpacks are coming to northern California Superchargers They're due in the 'next few weeks.' As Pacific Gas and Electric blacks out power across wide swaths of northern California, Tesla CEO Elon Musk mentioned plans in place that could help Tesla owners ...",0.4019
639,2019-10-09,"Polestar 2 pricing, Tata EV for India, commute times: Today’s Car News which is shaping up to be the closest potential rival to the Tesla Model 3 yet. It’s also revealed pricing and more details regarding the Polestar 2 Performance Pack version. India will soon have a ...",0.0
638,2019-10-09,Tesla Pickup Release Confirmed For November By Elon Musk Tesla CEO Elon Musk tweeted a “confirmation” of the November launch of its much talked-about Tesla pickup. When Twitter user Steve Jobs Ghost asked the enigmatic CEO if the electric vehicle company is ...,-0.3182
642,2019-10-09,"Family Of Teen Driver Killed In 2018 Fort Lauderdale Tesla Crash Files Suit Against Company FORT LAUDERDALE (CBSMiami) – The family of Barrett Riley, the teenager killed while driving a Tesla in Fort Lauderdale in May 2018, is suing the company, alleging problems with the car’s battery and a ...",-0.9477
657,2019-10-16,"Tesla Is on an 8-Day Winning Streak. That’s What Happens When the Market Overreacts. To order presentation-ready copies for distribution to your colleagues, clients or customers visit http://www.djreprints.com.",0.0516
656,2019-10-16,Porsche Taycan A German TV show managed to get their hands on both a Porsche Taycan Turbo S and a Tesla Model S P100D at the same time and they did some comparison tests.,0.0
655,2019-10-16,"Volvo Launches All-Electric XC40 Recharge SUV: Could This Be The Tesla Killer? Volvo (VOLV-B.ST) has unveiled the first model within its new all-electric Recharge lineup. The new XC40 Recharge SUV is based on the company’s XC40 compact SUV, offering a driving range of over 200 ...",-0.6486
654,2019-10-16,"Tesla Model S Plaid returns to the Nurburgring with more modifications The electric sedan wars rage on between Tesla and its Model S ""Plaid"" and the Porsche Taycan. Things heated up this week, however, after Tesla returned to the Nurburgring with more Model S prototypes ...",-0.802
653,2019-10-16,"All-Electric 2021 XC40 Recharges Volvo’s Future Competes with: BMW i3, Lexus NX 300h, Tesla Model 3, Tesla Model Y (eventually ... range is “over 400 kilometers” based on European testing and Volvo predicts roughly 200 miles of range in the U.S.",0.0
652,2019-10-16,Madison’s Green Cab harnesses Teslas in push for electric fleet MADISON (WKOW) — A Madison cab company says it is one of the first in the country to move toward an all-electric fleet. Green Cab unveiled several Tesla vehicles Wednesday at Breese Stevens Field.,0.0
650,2019-10-16,"Most Expensive 2020 Porsche Taycan 4S Costs $195,870 With no less than $90,720 in options, you could buy base Taycan, a Tesla Model S Long Range, and still have enough to buy a secondhand first-generation Boxster. All total, we elevated the 4S to ...",-0.296
649,2019-10-16,"Tesla Pickup Design: New Cyberpunk Concept Could Be Closest To Actual Vehicle Elon Musk just recently gave additional clues on how Tesla’s upcoming and mysterious vehicle, the Tesla pickup, could turn out once it launches officially this November. First, Musk said that the ...",0.0
648,2019-10-16,"China grants Tesla car manufacturing certificate: industry ministry SHANGHAI (Reuters) - China’s industry ministry on Thursday said it has added Tesla Inc to a government list of approved automotive manufacturers, granting the manufacturing certificate that the ...",0.7184
651,2019-10-16,"EVs To The Rescue: Lessons From A California Blackout Among those impacted were EV owners, many of whom rely on electricity from the grid to keep their cars running. Ahead of the outages Tesla, GM and other electric vehicle manufacturers warned customers ...",0.296
664,2019-10-23,"Elon Musk: Model S, Model X production continues for ‘sentimental reasons’ Still, while the Model S and X are more expensive and lower volume than the Model 3, the vehicles have been important to the financial health of the company for years. Tesla’s automotive gross margins ...",-0.5809
666,2019-10-23,"Tesla hit with lawsuit after malfunctioning door handles left driver trapped in burning car “Fire engulfed the car and burned Dr. Awan beyond recognition,” the complaint reads in part, “all because the Model S has inaccessible door handles, no other way to open the doors, and an unreasonably ...",-0.8271
665,2019-10-23,"Tesla Changes Up Format of Shareholder Call, In Addition to Posting Profit Tesla (TSLA) switched things up in its third-quarter financial results. The electric carmaker posted an unexpected profit of $1.86 per share on net income of $342 million, compared to Wall Street's ...",0.7906
663,2019-10-23,"Tesla Delivers ‘Game Changer’ Quarter of Profit and Positivity (Bloomberg) -- Tesla Inc. flipped the script on those who doubted Elon Musk could return to profitability and meet aggressive timelines, delivering positive earnings few saw coming and declaring it’s ...",0.8481
667,2019-10-23,"Tesla Model 3, S, and X will all get longer range and faster acceleration in software update Don't Miss: Amazon’s big Bose sale today has deals that weren’t even available on Black Friday Specifically, Musk said that current Model S, Model X, and Model 3 owners in just a few weeks will wake ...",0.1139
661,2019-10-23,"A man died in a burning Tesla because its futuristic doors wouldn’t open, lawsuit alleges ‘Premarital exams’ for women are popular in Utah. Some experts say they send a bad message. Awan’s death is one in a string of recent incidents that have been blamed on Tesla’s innovative technology.",-0.8834
658,2019-10-23,"Challenged by electric cars, Brembo aims to put the brakes on noise BERGAMO, Italy (Reuters) - Brembo's <BRBI.MI> distinctive colored brakes stop many of the world's fastest cars ... which supplies premium brands such as Ferrari <RACE.MI>, Tesla <TSLA.O>, BMW ...",-0.3818
662,2019-10-23,Tesla Stock Soars 21% After Impressive Q3 Earnings Beat Shares of Tesla Inc. skyrocketed 21% in after hours trading Wednesday after the world's leading maker of electric vehicles (EVs) reported a spike in profit in its third quarter earnings report that ...,0.8126
660,2019-10-23,"Stocks making the biggest moves after hours: Tesla, Ford, PayPal and more Automotive revenue came in at $33.93 billion, just shy of the $33.98 billion analysts expected. PayPal shares jumped more than 9% after the bell following its third-quarter earnings that topped Wall ...",0.0516
659,2019-10-23,"Challenged by electric cars, Brembo aims to put the brakes on noise BERGAMO, Italy, Oct 24 (Reuters) - Brembo's distinctive coloured brakes stop many of the world's fastest cars ... Tiraboschi said the brake maker, which supplies premium brands such as Ferrari, Tesla, ...",-0.3818
676,2019-10-30,"How Beyond Meat is like Tesla Competition is nothing new to Beyond Meat’s (BYND) CEO Ethan Brown. “We’ve been competing for a very long time with these big established players,” Brown tells Yahoo Finance’s “The First Trade.” He ...",0.3612
675,2019-10-30,"Check out these Ford ‘Mustang-inspired’ electric SUV renders based on leaked CAD files Ford is getting ready to unveil its “Mustang-inspired” Tesla Model Y competitor on November ... perception of EVs as performance-oriented cars, having one of the iconic car brands on board the ...",0.0516
674,2019-10-30,"Tesla Model 3 Is New York City's First All-Electric Taxi In Over a Century Outside, it'll get bright yellow paint, official decals ... for customer cars to be put into autonomous ride-hailing duty when not being used by their owners. Nonetheless, the Model 3's approval as ...",0.7184
673,2019-10-30,"Tesla Model 3 approved for New York yellow cab fleet The Ford Crown Victoria was the first car to became the de facto New York yellow cab icon. Then, the Toyota Camry. Next, the Tesla Model 3? It's absolutely possible, because the vehicle is now ...",0.4215
677,2019-10-30,"Tesla Solar Review: How Does This Solar Powerhouse Stack Up? For a large system, you’ll spend about $5,600 less with Tesla than with the ‘average’ company. Its prices also compare well against other large installers like Sunrun and Vivint Solar. Sunrun, the ...",0.5574
671,2019-10-30,"Tesla’s Elon Musk goes green, donates $1 million for 1 million trees Tesla Chief Executive Elon Musk has recently said that despite being a billionaire on paper, he is financially “illiquid”. But, it sounds like he still has enough green in his wallet to make a big ...",0.3612
670,2019-10-30,Tesla Model 3 approved for New York yellow cab fleet The Ford Crown Victoria was the first car to became the de facto New York yellow cab ... t earn an alternative fuel medallion. The segment is only for hybrids and natural gas-powered taxi cabs. The ...,0.6486
669,2019-10-30,"Porsche Taycan Turbo S, Tesla Model S reveal their strengths to Top Gear The difference is in the details, though. Bravo to Top Gear for rejecting the common idea that the Porsche Taycan Turbo S and Tesla Model S are true rivals. Yes, the two vehicles are premium, electric ...",0.7783
668,2019-10-30,"Tesla Pickup Design, Specs Predictions: What To Expect The wait is almost over. Although there’s still no exact date on the official launch of the mysterious Tesla pickup, Elon Musk’s newest electric utility vehicle, many analysts believe that it won’t be ...",-0.296
672,2019-10-30,"Tesla's Elon Musk Donated One Million Trees After Being Persuaded By This Tweet Earlier this week, Tesla founder Elon Musk heard about a YouTuber's tree-planting campaign. Jimmy Donaldson, known as ""MrBeast,"" started the initiative that he called #TeamTrees. After calling the ...",0.0
687,2019-11-06,"Tesla's China Factory Will Make or Break Elon Musk’s Vision Elon Musk said he’s never seen a factory built so quickly, and now he’s about find out if it’s up to the task. Tesla Inc.’s new Shanghai Gigafactory, which only broke ground in January, is weeks from ...",-0.2023
686,2019-11-06,"Walmart, Tesla settle lawsuit over fiery solar panels NEW YORK (AP) — Walmart and Tesla have settled a lawsuit filed by the retail giant alleging that Tesla installed rooftop solar panels that caught fire. Lawyers for both sides filed documents in New ...",-0.765
685,2019-11-06,"Update: Richmond Tesla incident: ICBC says driverless not allowed The autonomous operation of vehicles, such as the Tesla incident in a Richmond shopping centre parking lot on Monday afternoon, is not permitted in B.C., according to ICBC. ICBC released a statement ...",0.0
684,2019-11-06,"Tesla challenger Nio, Intel’s Mobileye to bring autonomous vehicles to China, other major markets Electric car maker Nio has teamed up with Mobileye, a subsidiary of Intel Corp, to accelerate the commercial development of highly automated and autonomous vehicles for China and other major markets ...",0.128
683,2019-11-06,"Allegheny Co. Sheriff Explores Whether To Buy A Tesla For Their Fleet Of Vehicles Kraus says deputies have liked it — its computer monitor, its handling, almost silent engine, quick acceleration and safety features. “When you take your foot off the accelerator, it immediately ...",0.6808
682,2019-11-06,IKEA rivals tesla with home solar panels and battery storage packs 2019 revealed how sustainable mobility spanned from renewable sourced energy through to interiors crafted from environmentally ... the labels glow when touched and feature a built-in printed battery ...,0.2732
680,2019-11-06,"Tesla looks more like a normal car company as it hits the brakes and slashes headcount Last Friday, he did something much more like a run-of-the-mill car executive: He announced layoffs. Tesla is cutting 7pc of its full-time staff. This follows a 9pc cut in the middle of last year.",0.2928
678,2019-11-06,"Walmart, Tesla settle lawsuit over fiery solar panels NEW YORK (AP) — Walmart and Tesla have settled a lawsuit filed by the retail giant alleging that Tesla installed rooftop solar panels that caught fire. Lawyers for both sides filed documents in New ...",-0.765
681,2019-11-06,"Portable DVD player found in wreckage of fatal Tesla Model S crash He acknowledged he couldn’t see the movie, only heard it. In light of that, Reuters is now reporting that the Florida Highway Patrol found a portable DVD player in the wreckage of the Model S. ""There ...",-0.7351
679,2019-11-06,"Tesla Pickup Design Shocker: Is 'Polygon' Concept Car Close To The Real Deal? We only have a few more weeks to go before the expected launch of the Tesla pickup and as the D-day gets nearer, we continue to find some fantastic interpretations of Tesla CEO Elon Musk’s most ...",0.4588
697,2019-11-13,"Tesla may get Porsche-like margins in China, Morgan Stanley says The Tesla Model S and Porsche Taycan before a race filmed by Top Gear. YouTube/Top Gear Outlays on labour alone will amount to just a tenth of Tesla's workforce spending in its home state of ...",-0.0516
693,2019-11-13,Nike to end deal with Amazon Nike is ending a sales partnership with Amazon less than a month after the athletic gear company named an e-commerce ... partnership say it appears that those problems have continued. Tesla's 1st ...,-0.0772
696,2019-11-13,"Tesla Model 3 and Model S Regain a Consumer Reports Recommendation Though most other automakers tend to make improvements on the assembly line all at once, before a new model year begins, Tesla makes numerous running changes throughout the year. Tesla has changed ...",0.3182
695,2019-11-13,"Elon Musk Says Europe’s First Tesla Factory Will Go To Germany Instead Of The U.K. Because Of Brexit Tesla CEO Elon Musk announced this week that his company would build a factory in Germany and not ... [+] the U.K., citing Brexit uncertainties. AFP via Getty Images Topline: Elon Musk said he would ...",-0.34
694,2019-11-13,"Tesla to build factory in Germany after subsidies announced BERLIN (AP) — Germany on Wednesday hailed Tesla’s decision to build its first European factory in the country, days after the government said it would boost subsidies for buyers of electric cars.",0.5574
692,2019-11-13,"Willkommen Elon! Musk Says Next Tesla Gigafactory Will Be In Germany Elon Musk, left, announces plans to build a Tesla Gigafactory near Berlin at Auto Bild magazine's ... [+] Golden Steering Wheel award ceremony. Auto Bild via Youtube Tesla is still putting the ...",0.5848
690,2019-11-13,"German automation talent powers Musk's battery move to Europe Now the Tesla CEO is trying to tap that German automation ecosystem directly with Tuesday's announcement ... Today the biggest cost factor is still battery packs, which amount to between 30% and 50% ...",0.4215
689,2019-11-13,German automation talent powers Musk's battery move to Europe Now the Tesla CEO is trying to tap that German automation ecosystem directly with Tuesday's announcement ... been detained at Malé airport in the Maldives and banned from flying home to London because ...,-0.4404
688,2019-11-13,"You Can Now Buy a Painfully Accurate 1:18 Scale Diecast Model of the 2021 Tesla Roadster Considered mere toys a couple of decades ago, diecast models have evolved into works of art. Especially the more expensive one, like this $250 Roadster. This 1:18 ... model car you can buy from Tesla.",-0.1621
691,2019-11-13,"German automation talent powers Musk's battery move to Europe Now the Tesla CEO is trying to tap that German automation ecosystem directly with Tuesday's announcement that the electric carmaker will build a European car and battery factory near Berlin. So far, ...",0.4215
706,2019-11-20,"Tesla steers toward industry profit driver with a pickup We'll ""fix it in post,"" said Musk, who appeared caught off guard with cameras rolling. Wall Street, anticipating further risk for Tesla, sent shares down more than 6% in early trading Friday. The ...",0.4588
